Timestamp,Elapsed_Time_s,Temp1,Temp2,Temp3,Volt1,Volt2,Volt3,Volt4,MPPT_curr_hull_port,MPPT_curr_hull_starbd,MPPT_curr_sail_port,MPPT_curr_sail_starbd,Actual_rdr_deg,Set_rdr_deg,Speed_over_gnd,IMU_roll,IMU_pitch,IMU_heading,Desired_heading,Data_wind_spd,Data_wind_dir,pH,Water_Temp,Salinity
2025-11-05T19:24:34.108840,7.641,44.0,50.0,71.0,1.33,1.52,2.0,2.28,9.0,10.0,12.0,15.0,-13.5,-18.0,9.0,-28.0,-135.0,108.0,None,9.0,108.0,None,None,None
2025-11-05T19:24:34.110033,7.642,44.0,50.0,71.0,1.33,1.52,2.0,2.28,9.0,10.0,12.0,15.0,-4.5,-9.0,12.0,-10.0,-117.0,144.0,None,9.0,108.0,None,None,None
2025-11-05T19:24:34.110886,7.643,44.0,50.0,71.0,1.33,1.52,2.0,2.28,9.0,10.0,12.0,15.0,-4.5,-9.0,12.0,-10.0,-117.0,144.0,None,9.0,108.0,None,None,None
2025-11-05T19:24:34.111873,7.644,44.0,50.0,71.0,1.33,1.52,2.0,2.28,9.0,10.0,12.0,15.0,-4.5,-9.0,12.0,-10.0,-117.0,144.0,None,12.0,144.0,None,None,None
2025-11-05T19:24:34.112700,7.645,44.0,50.0,71.0,1.33,1.52,2.0,2.28,9.0,10.0,12.0,15.0,-4.5,-9.0,12.0,-10.0,-117.0,144.0,None,12.0,144.0,None,None,None
2025-11-05T19:24:34.872546,8.405,57.0,63.0,84.0,1.71,1.9,2.4,2.66,11.0,12.0,15.0,18.0,-4.5,-9.0,12.0,-10.0,-117.0,144.0,None,12.0,144.0,None,None,None
2025-11-05T19:24:34.873599,8.406,57.0,63.0,84.0,1.71,1.9,2.4,2.66,11.0,12.0,15.0,18.0,-4.5,-9.0,12.0,-10.0,-117.0,144.0,None,12.0,144.0,None,None,None
2025-11-05T19:24:34.874534,8.407,57.0,63.0,84.0,1.71,1.9,2.4,2.66,11.0,12.0,15.0,18.0,4.5,0.0,15.0,8.0,-99.0,180.0,None,12.0,144.0,None,None,None
2025-11-05T19:24:34.875334,8.408,57.0,63.0,84.0,1.71,1.9,2.4,2.66,11.0,12.0,15.0,18.0,4.5,0.0,15.0,8.0,-99.0,180.0,None,12.0,144.0,None,None,None
2025-11-05T19:24:35.656830,9.189,57.0,63.0,84.0,1.71,1.9,2.4,2.66,11.0,12.0,15.0,18.0,4.5,0.0,15.0,8.0,-99.0,180.0,None,15.0,180.0,None,None,None
2025-11-05T19:24:35.657694,9.190,57.0,63.0,84.0,1.71,1.9,2.4,2.66,11.0,12.0,15.0,18.0,4.5,0.0,15.0,8.0,-99.0,180.0,None,15.0,180.0,None,None,None
2025-11-05T19:24:36.422647,9.955,69.0,76.0,97.0,2.09,2.28,2.8,3.04,14.0,15.0,18.0,20.0,4.5,0.0,15.0,8.0,-99.0,180.0,None,15.0,180.0,None,None,None
2025-11-05T19:24:36.423648,9.956,69.0,76.0,97.0,2.09,2.28,2.8,3.04,14.0,15.0,18.0,20.0,4.5,0.0,15.0,8.0,-99.0,180.0,None,15.0,180.0,None,None,None
2025-11-05T19:24:36.424769,9.957,69.0,76.0,97.0,2.09,2.28,2.8,3.04,14.0,15.0,18.0,20.0,13.5,9.0,18.0,25.99,-81.01,216.0,None,15.0,180.0,None,None,None
2025-11-05T19:24:36.425770,9.958,69.0,76.0,97.0,2.09,2.28,2.8,3.04,14.0,15.0,18.0,20.0,13.5,9.0,18.0,25.99,-81.01,216.0,None,15.0,180.0,None,None,None
2025-11-05T19:24:36.426624,9.959,69.0,76.0,97.0,2.09,2.28,2.8,3.04,14.0,15.0,18.0,20.0,13.5,9.0,18.0,25.99,-81.01,216.0,None,18.0,216.0,None,None,None
2025-11-05T19:24:36.427520,9.960,69.0,76.0,97.0,2.09,2.28,2.8,3.04,14.0,15.0,18.0,20.0,13.5,9.0,18.0,25.99,-81.01,216.0,None,18.0,216.0,None,None,None
2025-11-05T19:24:37.105706,10.638,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,13.5,9.0,18.0,25.99,-81.01,216.0,None,18.0,216.0,None,None,None
2025-11-05T19:24:37.106685,10.639,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,13.5,9.0,18.0,25.99,-81.01,216.0,None,18.0,216.0,None,None,None
2025-11-05T19:24:37.877013,11.409,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,22.5,18.0,21.0,44.0,-63.01,251.99,None,18.0,216.0,None,None,None
2025-11-05T19:24:37.878131,11.410,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,22.5,18.0,21.0,44.0,-63.01,251.99,None,18.0,216.0,None,None,None
2025-11-05T19:24:37.878931,11.411,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,22.5,18.0,21.0,44.0,-63.01,251.99,None,21.0,251.0,None,None,None
2025-11-05T19:24:37.879727,11.412,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,22.5,18.0,21.0,44.0,-63.01,251.99,None,21.0,251.0,None,None,None
2025-11-05T19:24:38.650839,12.183,95.0,101.0,123.0,2.85,3.04,3.6,3.8,19.0,20.0,22.0,25.0,22.5,18.0,21.0,44.0,-63.01,251.99,None,21.0,251.0,None,None,None
2025-11-05T19:24:38.652232,12.185,95.0,101.0,123.0,2.85,3.04,3.6,3.8,19.0,20.0,22.0,25.0,22.5,18.0,21.0,44.0,-63.01,251.99,None,21.0,251.0,None,None,None
2025-11-05T19:24:38.653211,12.186,95.0,101.0,123.0,2.85,3.04,3.6,3.8,19.0,20.0,22.0,25.0,31.5,27.0,23.999,61.99,-45.01,288.0,None,21.0,251.0,None,None,None
2025-11-05T19:24:38.654224,12.187,95.0,101.0,123.0,2.85,3.04,3.6,3.8,19.0,20.0,22.0,25.0,31.5,27.0,23.999,61.99,-45.01,288.0,None,21.0,251.0,None,None,None
2025-11-05T19:24:38.655130,12.187,95.0,101.0,123.0,2.85,3.04,3.6,3.8,19.0,20.0,22.0,25.0,31.5,27.0,23.999,61.99,-45.01,288.0,None,24.0,288.0,None,None,None
2025-11-05T19:24:38.656017,12.188,95.0,101.0,123.0,2.85,3.04,3.6,3.8,19.0,20.0,22.0,25.0,31.5,27.0,23.999,61.99,-45.01,288.0,None,24.0,288.0,None,None,None
2025-11-05T19:24:40.076492,13.609,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,31.5,27.0,23.999,61.99,-45.01,288.0,None,24.0,288.0,None,None,None
2025-11-05T19:24:40.077627,13.610,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,31.5,27.0,23.999,61.99,-45.01,288.0,None,24.0,288.0,None,None,None
2025-11-05T19:24:40.078555,13.611,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,40.5,36.0,26.999,79.99,-27.01,323.99,None,24.0,288.0,None,None,None
2025-11-05T19:24:40.079464,13.612,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,40.5,36.0,26.999,79.99,-27.01,323.99,None,24.0,288.0,None,None,None
2025-11-05T19:24:40.080309,13.613,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,40.5,36.0,26.999,79.99,-27.01,323.99,None,27.0,323.0,None,None,None
2025-11-05T19:24:40.081122,13.613,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,40.5,36.0,26.999,79.99,-27.01,323.99,None,27.0,323.0,None,None,None
2025-11-05T19:24:40.854502,14.387,120.0,126.0,149.0,3.61,3.8,4.4,4.56,24.0,25.0,27.0,30.0,40.5,36.0,26.999,79.99,-27.01,323.99,None,27.0,323.0,None,None,None
2025-11-05T19:24:40.855763,14.388,120.0,126.0,149.0,3.61,3.8,4.4,4.56,24.0,25.0,27.0,30.0,40.5,36.0,26.999,79.99,-27.01,323.99,None,27.0,323.0,None,None,None
2025-11-05T19:24:41.612147,15.145,120.0,126.0,149.0,3.61,3.8,4.4,4.56,24.0,25.0,27.0,30.0,49.5,45.0,29.999,97.99,-9.01,359.99,None,27.0,323.0,None,None,None
2025-11-05T19:24:41.613155,15.146,120.0,126.0,149.0,3.61,3.8,4.4,4.56,24.0,25.0,27.0,30.0,49.5,45.0,29.999,97.99,-9.01,359.99,None,27.0,323.0,None,None,None
2025-11-05T19:24:41.614141,15.147,120.0,126.0,149.0,3.61,3.8,4.4,4.56,24.0,25.0,27.0,30.0,49.5,45.0,29.999,97.99,-9.01,359.99,None,30.0,359.0,None,None,None
2025-11-05T19:24:41.615049,15.147,120.0,126.0,149.0,3.61,3.8,4.4,4.56,24.0,25.0,27.0,30.0,49.5,45.0,29.999,97.99,-9.01,359.99,None,30.0,359.0,None,None,None
2025-11-05T19:24:42.382685,15.915,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,49.5,45.0,29.999,97.99,-9.01,359.99,None,30.0,359.0,None,None,None
2025-11-05T19:24:42.383774,15.916,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,49.5,45.0,29.999,97.99,-9.01,359.99,None,30.0,359.0,None,None,None
2025-11-05T19:24:42.384737,15.917,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,40.5,36.0,26.999,79.99,-27.01,323.99,None,30.0,359.0,None,None,None
2025-11-05T19:24:42.385838,15.918,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,40.5,36.0,26.999,79.99,-27.01,323.99,None,30.0,359.0,None,None,None
2025-11-05T19:24:42.386709,15.919,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,40.5,36.0,26.999,79.99,-27.01,323.99,None,27.0,323.0,None,None,None
2025-11-05T19:24:42.387679,15.920,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,40.5,36.0,26.999,79.99,-27.01,323.99,None,27.0,323.0,None,None,None
2025-11-05T19:24:43.918593,17.451,95.0,101.0,123.0,2.85,3.04,3.6,3.8,19.0,20.0,22.0,25.0,40.5,36.0,26.999,79.99,-27.01,323.99,None,27.0,323.0,None,None,None
2025-11-05T19:24:43.919890,17.452,95.0,101.0,123.0,2.85,3.04,3.6,3.8,19.0,20.0,22.0,25.0,40.5,36.0,26.999,79.99,-27.01,323.99,None,27.0,323.0,None,None,None
2025-11-05T19:24:43.921290,17.454,95.0,101.0,123.0,2.85,3.04,3.6,3.8,19.0,20.0,22.0,25.0,31.5,27.0,23.999,61.99,-45.01,288.0,None,27.0,323.0,None,None,None
2025-11-05T19:24:43.922375,17.455,95.0,101.0,123.0,2.85,3.04,3.6,3.8,19.0,20.0,22.0,25.0,31.5,27.0,23.999,61.99,-45.01,288.0,None,27.0,323.0,None,None,None
2025-11-05T19:24:43.923347,17.456,95.0,101.0,123.0,2.85,3.04,3.6,3.8,19.0,20.0,22.0,25.0,31.5,27.0,23.999,61.99,-45.01,288.0,None,24.0,288.0,None,None,None
2025-11-05T19:24:43.924499,17.457,95.0,101.0,123.0,2.85,3.04,3.6,3.8,19.0,20.0,22.0,25.0,31.5,27.0,23.999,61.99,-45.01,288.0,None,24.0,288.0,None,None,None
2025-11-05T19:24:44.685913,18.218,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,31.5,27.0,23.999,61.99,-45.01,288.0,None,24.0,288.0,None,None,None
2025-11-05T19:24:44.687010,18.219,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,31.5,27.0,23.999,61.99,-45.01,288.0,None,24.0,288.0,None,None,None
2025-11-05T19:24:44.688216,18.221,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,22.5,18.0,21.0,44.0,-63.01,251.99,None,24.0,288.0,None,None,None
2025-11-05T19:24:44.689348,18.222,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,22.5,18.0,21.0,44.0,-63.01,251.99,None,24.0,288.0,None,None,None
2025-11-05T19:24:45.457244,18.990,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,22.5,18.0,21.0,44.0,-63.01,251.99,None,21.0,251.0,None,None,None
2025-11-05T19:24:45.459022,18.991,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,22.5,18.0,21.0,44.0,-63.01,251.99,None,21.0,251.0,None,None,None
2025-11-05T19:24:46.224689,19.757,69.0,76.0,97.0,2.09,2.28,2.8,3.04,14.0,15.0,18.0,20.0,22.5,18.0,21.0,44.0,-63.01,251.99,None,21.0,251.0,None,None,None
2025-11-05T19:24:46.226130,19.758,69.0,76.0,97.0,2.09,2.28,2.8,3.04,14.0,15.0,18.0,20.0,22.5,18.0,21.0,44.0,-63.01,251.99,None,21.0,251.0,None,None,None
2025-11-05T19:24:46.227185,19.760,69.0,76.0,97.0,2.09,2.28,2.8,3.04,14.0,15.0,18.0,20.0,13.5,9.0,18.0,25.99,-81.01,216.0,None,21.0,251.0,None,None,None
2025-11-05T19:24:46.228234,19.761,69.0,76.0,97.0,2.09,2.28,2.8,3.04,14.0,15.0,18.0,20.0,13.5,9.0,18.0,25.99,-81.01,216.0,None,21.0,251.0,None,None,None
2025-11-05T19:24:46.229220,19.762,69.0,76.0,97.0,2.09,2.28,2.8,3.04,14.0,15.0,18.0,20.0,13.5,9.0,18.0,25.99,-81.01,216.0,None,18.0,216.0,None,None,None
2025-11-05T19:24:46.230537,19.763,69.0,76.0,97.0,2.09,2.28,2.8,3.04,14.0,15.0,18.0,20.0,13.5,9.0,18.0,25.99,-81.01,216.0,None,18.0,216.0,None,None,None
2025-11-05T19:24:46.990561,20.523,57.0,63.0,84.0,1.71,1.9,2.4,2.66,11.0,12.0,15.0,18.0,13.5,9.0,18.0,25.99,-81.01,216.0,None,18.0,216.0,None,None,None
2025-11-05T19:24:46.991643,20.524,57.0,63.0,84.0,1.71,1.9,2.4,2.66,11.0,12.0,15.0,18.0,13.5,9.0,18.0,25.99,-81.01,216.0,None,18.0,216.0,None,None,None
2025-11-05T19:24:47.761080,21.293,57.0,63.0,84.0,1.71,1.9,2.4,2.66,11.0,12.0,15.0,18.0,4.5,0.0,15.0,8.0,-99.0,180.0,None,18.0,216.0,None,None,None
2025-11-05T19:24:47.762220,21.295,57.0,63.0,84.0,1.71,1.9,2.4,2.66,11.0,12.0,15.0,18.0,4.5,0.0,15.0,8.0,-99.0,180.0,None,18.0,216.0,None,None,None
2025-11-05T19:24:47.763196,21.296,57.0,63.0,84.0,1.71,1.9,2.4,2.66,11.0,12.0,15.0,18.0,4.5,0.0,15.0,8.0,-99.0,180.0,None,15.0,180.0,None,None,None
2025-11-05T19:24:47.764024,21.296,57.0,63.0,84.0,1.71,1.9,2.4,2.66,11.0,12.0,15.0,18.0,4.5,0.0,15.0,8.0,-99.0,180.0,None,15.0,180.0,None,None,None
2025-11-05T19:24:48.532677,22.065,44.0,50.0,71.0,1.33,1.52,2.0,2.28,9.0,10.0,12.0,15.0,4.5,0.0,15.0,8.0,-99.0,180.0,None,15.0,180.0,None,None,None
2025-11-05T19:24:48.533755,22.066,44.0,50.0,71.0,1.33,1.52,2.0,2.28,9.0,10.0,12.0,15.0,4.5,0.0,15.0,8.0,-99.0,180.0,None,15.0,180.0,None,None,None
2025-11-05T19:24:48.534676,22.067,44.0,50.0,71.0,1.33,1.52,2.0,2.28,9.0,10.0,12.0,15.0,-4.5,-9.0,12.0,-10.0,-117.0,144.0,None,15.0,180.0,None,None,None
2025-11-05T19:24:48.535635,22.068,44.0,50.0,71.0,1.33,1.52,2.0,2.28,9.0,10.0,12.0,15.0,-4.5,-9.0,12.0,-10.0,-117.0,144.0,None,15.0,180.0,None,None,None
2025-11-05T19:24:48.536531,22.069,44.0,50.0,71.0,1.33,1.52,2.0,2.28,9.0,10.0,12.0,15.0,-4.5,-9.0,12.0,-10.0,-117.0,144.0,None,12.0,144.0,None,None,None
2025-11-05T19:24:48.537708,22.070,44.0,50.0,71.0,1.33,1.52,2.0,2.28,9.0,10.0,12.0,15.0,-4.5,-9.0,12.0,-10.0,-117.0,144.0,None,12.0,144.0,None,None,None
2025-11-05T19:24:49.973496,23.506,31.0,38.0,58.0,0.95,1.14,1.6,1.9,6.0,8.0,10.0,12.0,-4.5,-9.0,12.0,-10.0,-117.0,144.0,None,12.0,144.0,None,None,None
2025-11-05T19:24:49.974854,23.507,31.0,38.0,58.0,0.95,1.14,1.6,1.9,6.0,8.0,10.0,12.0,-4.5,-9.0,12.0,-10.0,-117.0,144.0,None,12.0,144.0,None,None,None
2025-11-05T19:24:49.976217,23.509,31.0,38.0,58.0,0.95,1.14,1.6,1.9,6.0,8.0,10.0,12.0,-13.5,-18.0,9.0,-28.0,-135.0,108.0,None,12.0,144.0,None,None,None
2025-11-05T19:24:49.977244,23.510,31.0,38.0,58.0,0.95,1.14,1.6,1.9,6.0,8.0,10.0,12.0,-13.5,-18.0,9.0,-28.0,-135.0,108.0,None,12.0,144.0,None,None,None
2025-11-05T19:24:49.978236,23.511,31.0,38.0,58.0,0.95,1.14,1.6,1.9,6.0,8.0,10.0,12.0,-13.5,-18.0,9.0,-28.0,-135.0,108.0,None,9.0,108.0,None,None,None
2025-11-05T19:24:49.979739,23.512,31.0,38.0,58.0,0.95,1.14,1.6,1.9,6.0,8.0,10.0,12.0,-13.5,-18.0,9.0,-28.0,-135.0,108.0,None,9.0,108.0,None,None,None
2025-11-05T19:24:50.736664,24.269,19.0,25.0,45.0,0.57,0.76,1.2,1.52,4.0,5.0,8.0,10.0,-13.5,-18.0,9.0,-28.0,-135.0,108.0,None,9.0,108.0,None,None,None
2025-11-05T19:24:50.738034,24.270,19.0,25.0,45.0,0.57,0.76,1.2,1.52,4.0,5.0,8.0,10.0,-13.5,-18.0,9.0,-28.0,-135.0,108.0,None,9.0,108.0,None,None,None
