Timestamp,Elapsed_Time_s,Temp1,Temp2,Temp3,Volt1,Volt2,Volt3,Volt4,Actual_rdr_deg,Set_rdr_deg,pH,Water_Temp,Salinity
2025-11-01T14:46:52.273722,23.315,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:52.274604,23.316,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:52.281811,23.323,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:52.282531,23.324,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:52.282820,23.324,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:52.283043,23.324,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:52.283349,23.325,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:52.283573,23.325,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:52.849061,23.890,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:53.635490,24.677,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:54.435887,25.477,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:54.436354,25.478,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:54.436633,25.478,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:54.436844,25.478,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:54.437075,25.478,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:54.437325,25.479,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:54.437517,25.479,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:54.437697,25.479,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:54.437875,25.479,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:54.960016,26.001,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:55.760498,26.802,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:56.277346,27.319,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:56.277758,27.319,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:56.277988,27.319,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:56.278502,27.320,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:56.278819,27.320,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:56.279160,27.321,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:56.279429,27.321,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:56.279678,27.321,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:57.114670,28.156,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:57.638928,28.680,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:58.451951,29.493,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:58.452607,29.494,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:58.453029,29.494,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:58.453332,29.495,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:58.453604,29.495,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:58.454043,29.495,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:58.454308,29.496,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:58.454497,29.496,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:58.454729,29.496,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:58.983333,30.025,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:59.819912,30.861,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:00.362621,31.404,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:00.363033,31.404,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:00.363412,31.405,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:00.363695,31.405,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:00.363957,31.405,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:00.364191,31.406,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:00.364415,31.406,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:00.364620,31.406,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:00.894649,31.936,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:02.050637,33.092,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:02.383840,33.425,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:02.384265,33.426,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:02.384606,33.426,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:02.384852,33.426,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:02.385078,33.426,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:02.385317,33.427,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:02.385548,33.427,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:02.385757,33.427,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:02.385938,33.427,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:03.217843,34.259,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:03.758600,34.800,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:04.299413,35.341,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:04.299726,35.341,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:04.299958,35.341,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:04.300206,35.342,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:04.300448,35.342,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:04.300663,35.342,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:04.300873,35.342,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:04.301372,35.343,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:04.301758,35.343,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:47:04.856632,35.898,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:06.006650,37.048,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:06.292957,37.334,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:06.293362,37.335,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:06.293649,37.335,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:06.293914,37.335,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:06.294116,37.335,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:06.294319,37.336,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:06.294519,37.336,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:06.294712,37.336,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:07.142870,38.184,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:07.993551,39.035,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:08.310653,39.352,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:08.311157,39.353,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:08.311527,39.353,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:08.311864,39.353,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:08.312214,39.354,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:08.312554,39.354,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:08.312886,39.354,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:08.313209,39.355,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:08.313533,39.355,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:09.097618,40.139,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:09.665913,40.707,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:10.543943,41.585,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:10.544296,41.586,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:10.544606,41.586,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:10.544858,41.586,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:10.545093,41.586,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:10.545332,41.587,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:10.545554,41.587,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:10.545781,41.587,0,0,0,0,0,0,0,0,0,7.4,24.535,0.0
2025-11-01T14:47:11.122987,42.164,0,0,0,0,0,0,0,0,0,7.4,24.534,0.0
2025-11-01T14:47:12.016649,43.058,0,0,0,0,0,0,0,0,0,7.4,24.534,0.0
2025-11-01T14:47:12.585163,43.627,0,0,0,0,0,0,0,0,0,7.4,24.534,0.0
2025-11-01T14:47:12.585784,43.627,0,0,0,0,0,0,0,0,0,7.4,24.534,0.0
2025-11-01T14:47:12.586212,43.628,0,0,0,0,0,0,0,0,0,7.4,24.534,0.0
2025-11-01T14:47:12.586510,43.628,0,0,0,0,0,0,0,0,0,7.4,24.534,0.0
2025-11-01T14:47:12.586828,43.628,0,0,0,0,0,0,0,0,0,7.4,24.534,0.0
2025-11-01T14:47:12.587108,43.628,0,0,0,0,0,0,0,0,0,7.4,24.534,0.0
2025-11-01T14:47:12.587430,43.629,0,0,0,0,0,0,0,0,0,7.4,24.534,0.0
2025-11-01T14:47:12.587738,43.629,0,0,0,0,0,0,0,0,0,7.4,24.534,0.0
2025-11-01T14:47:12.588056,43.629,0,0,0,0,0,0,0,0,0,7.4,24.534,0.0
2025-11-01T14:47:13.159880,44.201,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:14.032428,45.074,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:14.292047,45.333,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:14.292537,45.334,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:14.292898,45.334,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:14.293213,45.335,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:14.293633,45.335,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:14.293954,45.335,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:14.294278,45.336,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:14.553042,45.594,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:15.048873,46.090,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:15.823714,46.865,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:16.601216,47.643,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:16.601623,47.643,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:16.601895,47.643,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:16.602150,47.644,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:16.602335,47.644,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:16.602525,47.644,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:16.602704,47.644,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:16.602982,47.644,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:16.603257,47.645,0,0,0,0,0,0,0,0,0,7.4,24.533,0.0
2025-11-01T14:47:17.128562,48.170,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
2025-11-01T14:47:17.969225,49.011,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
2025-11-01T14:47:18.587807,49.629,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
2025-11-01T14:47:18.588207,49.630,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
2025-11-01T14:47:18.588505,49.630,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
2025-11-01T14:47:18.588735,49.630,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
2025-11-01T14:47:18.589013,49.630,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
2025-11-01T14:47:18.590559,49.632,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
2025-11-01T14:47:18.591124,49.633,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
2025-11-01T14:47:18.591886,49.633,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
2025-11-01T14:47:19.150807,50.192,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
2025-11-01T14:47:19.958231,51.000,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
2025-11-01T14:47:20.497506,51.539,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
2025-11-01T14:47:20.497870,51.539,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
2025-11-01T14:47:20.498086,51.539,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
2025-11-01T14:47:20.498342,51.540,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
2025-11-01T14:47:20.498565,51.540,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
2025-11-01T14:47:20.498763,51.540,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
2025-11-01T14:47:20.498953,51.540,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
2025-11-01T14:47:20.499149,51.541,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
2025-11-01T14:47:20.499395,51.541,0,0,0,0,0,0,0,0,0,7.4,24.532,0.0
